,project_id,pool_id,title,description,pool_startedAt,hasInstructions,mayContainAdultContent,requesterID,requesterTrusted,lang,grade,averageAcceptanceTimeSec,moneyAvgHourly,moneyMed,moneyTop10,moneyMax3,reward
149,64650,29587955,Select the best translation [ar->en],In this task you will be shown an Arabic sentence together with two translations of it into English. These translations were produced by machine translation systems. You need to decide which is the best translation.,2021-11-18T08:12:47.000Z,1,1,b4e4d09c6bbee0fb99813d53d082e4b0,1,,4.75,,0.857143,0.08,0.24,,0.0
150,64825,36766577,At Home / Photo of facial cosmetics,"Take pictures of the front, back, composition, and (if any) barcode.
",2022-12-09T09:19:42.000Z,1,1,5d8cb3a45d6a0b13ea7c8d9cb141f588,0,,,,,,,,0.0
151,65410,30083679,Правильно ли распознан текст на картинке (русский язык 19-го века)?,"Введите текст, который написан на картинке на русском языке 19-го века, замещая специальные символы согласно таблице: Ѡ на O и так далее...",2022-09-05T13:51:35.000Z,1,0,dc8307ff4d95574f42b047d24b3b6624,0,,,,0.0,,,,0.0
152,65570,30734028,🇫🇷Évaluation de la traduction française,Cet examen est payé sous condition. Vous ne serez payé que si vous réussissez cet examen avec un bon score,2022-01-11T12:29:24.000Z,1,0,365589b0a17765edd8c54ebd26b892eb,0,EN,4.02,,2.08092,0.07,0.07,,0.0
153,67267,34672961,Проверка фотографий найденных организаций,"Помогите оценить качество фотографий организации и убедиться в том, что на фотографиях представлена именно та организация, информация о которой дана в задании.",2022-08-01T09:44:31.000Z,1,0,a02920ead3fb174f77f849c1deeef9ce,1,,4.88,,0.705882,0.09,0.69,1.18,0.0
154,67270,34710950,Проверка фотографий ненайденных организаций,"Помогите убедиться в том, что по представленным фотографиям можно сделать вывод, что по указанному адресу отсутствует искомая организация.",2022-08-03T16:39:27.000Z,1,0,a02920ead3fb174f77f849c1deeef9ce,1,,4.62,,0.592405,0.03,0.52,0.75,0.0
155,68652,30360968,🤖 Классификация 3D: транспорт/люди как шум/дорога/препятствие ⚖️,Это экзаменационные задание. При успешном выполнении выполнения 10 сцен будет открыт доступ к боевым заданиям,2021-12-16T06:40:43.000Z,1,0,380365d34353e9b5171b3f8f64c6c555,1,,4.6,,0.827586,0.02,0.18,,0.0
156,68761,30325844,Сравнение двух книг,"Сравните две книги по изображению обложки, названию, изданию и описанию",2022-04-01T11:04:23.000Z,1,0,0d0f8804cdf7478881b3d99973a3cae2,0,,4.9,,0.0,,,,0.0
157,68840,36770579,Релевантность предметов интерьера,"Оценить, насколько товар в интернет-магазине похож на предмет интерьера, который выделен на фотографии.",2022-12-09T15:04:02.000Z,1,1,af607fb8758f77c3e4dec403cd73ffc8,1,,4.9,,0.389189,,,,0.0
158,69136,31290380,Проверка доступности перевода страницы,Проверка наличия перевода у вэб-страницы,2022-11-11T00:16:43.000Z,1,1,b4e4d09c6bbee0fb99813d53d082e4b0,1,,,,0.290323,0.0,0.07,,0.0
159,69136,31710234,Проверка доступности перевода страницы,Проверка наличия перевода у вэб-страницы,2022-02-21T07:34:59.000Z,1,1,b4e4d09c6bbee0fb99813d53d082e4b0,1,,,,0.290323,0.0,0.07,,0.0
160,69269,36765377,✍  التفكير في استفسارات صوتية حول المواضيع المُعطاة ✍,"فكروا في نص لاستفسار صوتي ما حول الموضوع المُعطى ، و اكتبوه للمساعد الصوتي الذكي
",2022-12-09T07:23:50.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.75,75989.0,0.37422,,,,0.0
161,69730,36767946,✅هل يوافق الطلب (الاستعلام) موضوعاً معيناً؟❌,هل يوافق الطلب (الاستعلام) موضوعاً معيناً؟,2022-12-09T10:53:23.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.8,,0.0,,,,0.0
162,69915,34825821,Отличаются ли надписи на коробках от образца?,"Посмотрите на образец в инструкции и внимательно изучите его. Определите, отличаются ли надписи в задании от установленного образца.",2022-08-10T04:24:30.000Z,1,0,0d0f8804cdf7478881b3d99973a3cae2,0,,4.57,,0.80597,0.0,0.12,,0.0
163,70256,35647732,Определите по фотографии позу человека ,"Необходимо определить, в каком положении находится тело человека на фотографии, его позу. Перед выполнением задания внимательно ознакомьтесь с инструкцией.",2022-09-29T13:10:19.000Z,1,0,631b832d247a0b9add115fb0a8346e6f,0,RU,4.9,,0.324324,,,,0.0
164,70767,30680938,Selection of performers for bounding box сheck tasks,Сomplete the tasks in English,2021-12-30T11:17:17.000Z,1,1,8ad1d7e96f4f91fbfceaac1fb8b0996c,1,EN,,,0.0,,,,0.0
165,70800,30681736,Отбор на задания по классификации текста,"We invite you to take training on the tasks of text classification in english language. After successfully completing this test, you will have access to the exam. Successful completion of this exam will allow you to gain access to other tasks of this type of markup.",2021-12-30T11:34:58.000Z,1,1,8ad1d7e96f4f91fbfceaac1fb8b0996c,1,RU,,,0.0,,,,0.0
166,70803,34257967,Selection of performers for searching for information on a site tasks,"We invite you to take training on the tasks of searching for information on a site. After successfully completing this test, you will have access to the exam. Successful completion of this exam will allow you to gain access to other tasks of this type of markup.",2022-07-07T08:44:42.000Z,1,0,8ad1d7e96f4f91fbfceaac1fb8b0996c,1,EN,,,0.0,,,,0.0
167,70834,30686809,Отбор на задания классификации текста и изображения,"Приглашаем пройти обучение по заданиям по классификации текста и изображения. После выполнения данного задания откроется доступ к экзамену, успешное прохождение которого позволит получить доступ к другим заданиям такого типа.",2022-01-04T11:59:55.000Z,1,1,8ad1d7e96f4f91fbfceaac1fb8b0996c,1,RU,,,0.0,,,,0.0
168,70834,30686811,Отбор на задания классификации текста и изображения,"We invite you to take training on the tasks of text and image classification in english language. After successfully completing this test, you will have access to the exam. Successful completion of this exam will allow you to gain access to other tasks of this type of markup.",2021-12-30T11:20:11.000Z,1,1,8ad1d7e96f4f91fbfceaac1fb8b0996c,1,RU,,,0.0,,,,0.0
169,70838,32627067,Selection of performers for text and webpage classification tasks,"We invite you to take training on the tasks of text and web classification in english language. After successfully completing this test, you will have access to the exam. Successful completion of this exam will allow you to gain access to other tasks of this type of markup.",2022-03-28T15:31:08.000Z,1,1,8ad1d7e96f4f91fbfceaac1fb8b0996c,1,EN,,,0.0,,,,0.0
170,71859,34736278,Definitive Image Labeling - EN,"In this task, you will judge if the image below is representative for the given person, attraction, organization, place, concept or thing.
This task uses external web site for labeling.
Regular payment per page is $0.025.
To access paid work, qualification test should be passed.
",2022-12-09T15:54:25.000Z,1,1,c7f5c6173e07509298ee17d46b448cfe,0,,,,0.0,0.0,0.05,0.29,0.0
171,71992,32095433,👝Проверка фотографий термосумок,Обновленный экзамен для доступа на проект,2022-03-02T14:47:06.000Z,1,0,a3282ce423d851554cbbaf40884fc35e,1,,4.91,,0.169811,0.07,0.87,3.77,0.0
172,72203,34443884,Правильные ли данные о товаре? (одежда),"Посмотрите на товар и скажите, совпадают ли наши данные с теми, что есть на сайте.",2022-07-18T18:39:36.000Z,1,0,da7ee587ec8fdfcb873267764a28aa20,1,,4.85,,1.63636,0.2,0.57,,0.0
173,72312,35204192,🚕 Проверка ремней безопасности автомобиля такси,"Оцените соответствуют ли ремни безопасности требованиям, описанным в инструкции",2022-09-02T10:05:48.000Z,1,0,ac857b8ce02e84e737917295da49bee1,1,,4.91,,0.0,0.14,1.64,13.91,0.0
174,72322,31013412,MMWatermarkImageDetection,"The goal here is to determine if the image is watermarked i.e. to judge if the image has watermark or not.
This task uses external web site for labeling.
Regular payment per page is $0.066.
To access paid work, training and qualification test should be passed.
",2022-12-09T08:18:26.000Z,1,1,c7f5c6173e07509298ee17d46b448cfe,0,,,,0.0,0.0,0.25,1.07,0.0
175,72630,34944546,Разметка светофоров на фотографии,Найдите и обведите прямоугольниками светофоры на фотографии,2022-08-17T09:08:18.000Z,1,0,48bbfae4a3e13dc36fdc83db62998214,1,,4.23,,0.642857,0.02,0.05,,0.0
176,73686,36474222,Microsoft Bing App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-11-21T03:09:43.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.76,268204.0,0.482143,0.0,0.06,,0.0
177,73686,36661071,Microsoft Bing App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-12-02T10:03:28.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.67,389671.0,0.396476,0.0,0.19,,0.0
178,73686,36661080,Microsoft Bing App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-12-02T10:03:31.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.64,309333.0,0.394737,0.0,0.17,,0.0
179,73947,36772841,Определение цвета выделенного предмета,"Выделить цвет предмета, который находится в красном прямоугольнике. Если у картинки есть название, то выделить цвет предмета, к которому относится название.",2022-12-09T18:06:02.000Z,1,1,af607fb8758f77c3e4dec403cd73ffc8,1,,4.95,,0.510638,,,,0.0
180,74976,31345295,MMRepresentativeImageV2,"To determine whether the image is representative of the main content of the webpage i.e. the image is positioned within the main body of the page, and is related to the displayed page content.
This task uses external web site for labeling.
Regular payment per page is $0.005.
Additional bonuses are paid based on work quality.
To access paid work, training and qualification test should be passed.
",2022-12-09T09:39:14.000Z,1,1,c7f5c6173e07509298ee17d46b448cfe,0,,,,0.0,0.0,0.68,2.89,0.0
181,75060,31371311,Изображение хорошее? [Алкоголь/курение/наркотики],"Тренировочный пул проекта ""Изображение хорошее? [Алкоголь/курение/наркотики]"". После успешного прохождения тренировки и экзамена будут доступны задания: 1 цент за разметку 24 изображений.",2022-01-29T21:50:17.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,,,,0.0,,,,0.0
182,75597,31430214,Классификация текста,"Необходимо указать категорию, к которой стоит отнести данный текст.",2022-01-31T17:47:18.000Z,1,1,3170d5c5eceed7de026f8ab34e853671,0,,,,0.0,,,,0.0
183,75641,31464727,Identify Valid Coupon Codes,Identify whether the given Coupon Code is a valid one or not!,2022-12-05T18:51:21.000Z,1,1,7c13b57ffa8e4a3b719adfe89d811a03,0,,4.84,,0.0,0.04,0.24,0.59,0.0
184,76361,31585653,تسليط الضوء على المطلوب ,,2022-08-04T09:49:44.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,RU,,,0.483222,0.04,0.04,,0.0
185,76950,31581132,Выделите номер счёта (Обучение),"ВНИМАТЕЛЬНО ПРОЧИТАЙТЕ ПОЛНУЮ ИНСТРУКЦИЮ. Результат выполнения задания будет допуском к платным задачам. Обычно перед самим номером пишут: ""Счёт на оплату № "", ""Счёт №"". Нужно выделить только цифры, без значка № и даты выставления счёта. Сделать можно только 1 выделение.",2022-02-08T07:31:04.000Z,1,0,bd6cb424cc3df54d86157dbf4cf8aa0e,0,,,,0.0,,,,0.0
186,77007,31581278,Выделите сумму (Обучение),"ВНИМАТЕЛЬНО ПРОЧИТАЙТЕ ПОЛНУЮ ИНСТРУКЦИЮ. Результат выполнения задания будет допуском к платным задачам. Найдите и выделите на картинке сумму счёта. Сумма может быть обозначена такими словами как: ""Сумма"", ""Сумма к оплате"", ""Итого"", ""Всего к оплате"" и т.д. Нужно выделить только цифры. Сделать можно только 1 выделение.",2022-02-08T07:28:38.000Z,1,0,bd6cb424cc3df54d86157dbf4cf8aa0e,0,,,,0.0,,,,0.0
187,77009,31581369,Выделите номер расчётного счёта (Обучение),ВНИМАТЕЛЬНО ПРОЧИТАЙТЕ ПОЛНУЮ ИНСТРУКЦИЮ. Результат выполнения задания будет допуском к платным задачам. Найдите и выделите на картинке номер расчётного счёта. Он состоит из 20 цифр и начинается с 4. Сделать можно только 1 выделение.,2022-02-08T07:27:50.000Z,1,0,bd6cb424cc3df54d86157dbf4cf8aa0e,0,,,,0.0,,,,0.0
188,77011,31581596,Выделите БИК (Обучение),ВНИМАТЕЛЬНО ПРОЧИТАЙТЕ ПОЛНУЮ ИНСТРУКЦИЮ. Результат выполнения задания будет допуском к платным задачам. Найдите и выделите на картинке номер БИК. Он состоит из 9 цифр и начинается с 04. Сделать можно только 1 выделение.,2022-02-08T07:27:03.000Z,1,0,bd6cb424cc3df54d86157dbf4cf8aa0e,0,,,,0.0,,,,0.0
189,77011,31581643,Выделите БИК (Обучение),ВНИМАТЕЛЬНО ПРОЧИТАЙТЕ ПОЛНУЮ ИНСТРУКЦИЮ. Результат выполнения задания будет допуском к платным задачам. Найдите и выделите на картинке номер БИК. Он состоит из 9 цифр и начинается с 04. Сделать можно только 1 выделение.,2022-02-08T07:27:18.000Z,1,1,bd6cb424cc3df54d86157dbf4cf8aa0e,0,,,,0.0,,,,0.0
190,77012,31581721,Выделите КПП (Обучение),ВНИМАТЕЛЬНО ПРОЧИТАЙТЕ ПОЛНУЮ ИНСТРУКЦИЮ. Результат выполнения задания будет допуском к платным задачам. Найдите и выделите на картинке номер КПП поставщика (получателя). Сделать можно только 1 выделение.,2022-02-08T07:25:33.000Z,1,0,bd6cb424cc3df54d86157dbf4cf8aa0e,0,,,,0.0,,,,0.0
191,77014,31581899,Выделите ИНН (Обучение),ВНИМАТЕЛЬНО ПРОЧИТАЙТЕ ПОЛНУЮ ИНСТРУКЦИЮ. Результат выполнения задания будет допуском к платным задачам. Найдите и выделите на картинке ИНН поставщика. Он состоит из 10 или 12 цифр. Сделать можно только 1 выделение.,2022-02-08T07:21:12.000Z,1,0,bd6cb424cc3df54d86157dbf4cf8aa0e,0,,,,0.0,,,,0.0
192,77196,34952885,Разметка номеров домов на фотографии,Найдите и обведите прямоугольниками все номера домов на фотографии,2022-08-17T18:42:46.000Z,1,0,48bbfae4a3e13dc36fdc83db62998214,1,,4.97,,0.610169,0.02,0.06,,0.0
193,77196,36737583,Разметка номеров домов на фотографии,Найдите и обведите прямоугольниками все номера домов на фотографии,2022-12-08T22:47:47.000Z,1,1,48bbfae4a3e13dc36fdc83db62998214,1,,4.97,,0.631579,0.02,0.07,,0.0
194,77419,32097317,Распознавание таблиц,Перепишите данные из таблицы,2022-04-14T09:40:16.000Z,1,0,dc8307ff4d95574f42b047d24b3b6624,0,,4.71,,0.0,0.0,0.13,0.16,0.0
195,77639,31654215,[bis zu $0.15 pro Vorgang nach einer Prüfung] Ordnen das Schlagwort im Zusammenhang mit der Suchanfrage,"Prüfen Sie die Paare der Suchanfragen und Schlüsselwörter der Werbetreibenden und stufen Sie deren Relevanz in 4 mögliche Klassen ein: ausgezeichnet, gut, mittelmäßig und schlecht.
Dieses Projekt hat eine kostenlose Schulung, nach der Sie bei erfolgreichem Bestehen Zugang zur kostenpflichtigen Prüfung und danach Zugang zu den wichtigsten kostenpflichtigen Aufgaben haben.",2022-02-10T11:48:06.000Z,1,0,55140d6ac5173e8c4bf310ec32882e2a,1,,4.65,,1.2766,0.07,0.07,,0.0
196,77809,31741414,How are the two products related? (v2),"Mark if a pair of products are Exacts, Substitutes or Other to one another. This is similar to ESCI labelling task but applied to product pairs. ",2022-11-28T19:40:39.000Z,1,0,6aef766f2c7ba3bf77ac2c011b6cc0d7,0,,4.87,,1.34579,0.0,0.48,3.92,0.0
197,77816,31822006,Одинаковые ли видео? 18+,"Задачей является определение, являются ли два видеоролика одинаковыми. Важен как визуальный ряд, так и звуковое сопровождение.",2022-07-19T10:19:28.000Z,1,1,23ad6b227982632f1bcaaf52a39fa87b,1,,4.85,,1.2,0.05,0.64,2.4,0.0
198,78414,35838995,Check the similarity between two products,"In this task, you will see two product listings. The PRODUCT is a product that a user has bookmarked for 
which we would like to show them. The RECOMMENDED PRODUCT offers a product we 
might suggest to the user. The goal of this task is to classify these recommendations into one of the 
following categories based on how closely the RECOMMENDED PRODUCT matches the PRODUCT.",2022-10-11T23:36:04.000Z,1,0,dbaa749ed83b3ef412a3167f6c53c363,0,EN,4.33,,1.07234,0.0,0.46,20.26,0.0
199,78414,35859153,Check the similarity between two products,"In this task, you will see two product listings. The PRODUCT is a product that a user has bookmarked for 
which we would like to show them. The RECOMMENDED PRODUCT offers a product we 
might suggest to the user. The goal of this task is to classify these recommendations into one of the 
following categories based on how closely the RECOMMENDED PRODUCT matches the PRODUCT.",2022-10-13T07:13:58.000Z,1,0,dbaa749ed83b3ef412a3167f6c53c363,0,EN,4.33,,0.0,0.0,0.61,19.75,0.0
200,78414,36777013,Check the similarity between two products,"In this task, you will see two product listings. The PRODUCT is a product that a user has bookmarked for 
which we would like to show them. The RECOMMENDED PRODUCT offers a product we 
might suggest to the user. The goal of this task is to classify these recommendations into one of the 
following categories based on how closely the RECOMMENDED PRODUCT matches the PRODUCT.",2022-12-10T02:07:23.000Z,1,0,dbaa749ed83b3ef412a3167f6c53c363,0,EN,4.33,,0.0,0.0,0.61,19.75,0.0
201,79091,31758262,Crowd Spam Labeling - English,"Want to help make the internet a better place? Help us find and mark spam and dangerous sites so we can keep visitors safe while browsing.

NOTE: Hitapp UI has changed, please review guidelines to understand new functionality!
This task uses external web site for labeling.
Regular payment per page is $0.033.
To access paid work, training and qualification test should be passed.
",2022-12-10T13:59:42.000Z,1,1,c7b569b062c3e8365da12b4851780761,0,,,,0.0,0.0,0.0,3.31,0.0
202,79460,32504655,Product Inventory Validation V1,Tell whether the given product is in stock or out of stock based on product image.,2022-11-28T17:01:13.000Z,1,0,7c13b57ffa8e4a3b719adfe89d811a03,0,,4.66,,0.0,0.04,0.21,0.86,0.0
203,80759,36474370,Microsoft Start App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-11-21T03:23:58.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.24,276403.0,0.422535,0.0,0.03,,0.0
204,80759,36477387,Microsoft Start App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-11-21T08:01:57.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.23,308524.0,0.409091,0.0,0.03,,0.0
205,80759,36477390,Microsoft Start App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-12-05T02:19:49.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.09,321909.0,0.430622,0.0,0.08,,0.0
206,80759,36661998,Microsoft Start App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-12-02T10:10:55.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.08,321909.0,0.516747,0.0,0.05,,0.0
207,80759,36661999,Microsoft Start App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-12-02T10:11:02.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.03,477597.0,0.48,0.0,0.05,,0.0
208,80759,36704853,Microsoft Start App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-12-05T10:24:39.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.08,321909.0,0.430622,0.0,0.05,,0.0
209,80759,36704855,Microsoft Start App bug bash,"Thank you for participating in this test. 
In this task, you need to test our application and find some bugs during the test. It is recommended that you find as many bugs as possible, because if you find bugs, you will get basic rewards. And if the bug is important, you will get extra rewards.",2022-12-05T10:24:42.000Z,0,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.03,477597.0,0.4,0.0,0.05,,0.0
210,80983,32504630,Product Price Validation V1,Tell whether the price of the given product is correct or not based on merchant page snapshot.,2022-11-29T14:52:49.000Z,1,0,7c13b57ffa8e4a3b719adfe89d811a03,0,,4.68,,0.0,0.04,0.24,0.9,0.0
211,80999,32504587,Product Title Validation V1,Tell whether the title of the given product is correct or not based on merchant page snapshot.,2022-11-29T17:55:05.000Z,1,0,7c13b57ffa8e4a3b719adfe89d811a03,0,,4.62,,0.0,0.0,0.21,2.02,0.0
212,81077,32535717,Product Image Validation V1,Tell whether the given image is of the same product as shown in merchant page snapshot.,2022-11-28T14:35:33.000Z,1,0,7c13b57ffa8e4a3b719adfe89d811a03,0,,4.66,,0.0,0.0,0.13,3.0,0.0
213,81112,35422510,Microsoft Start App test,,2022-09-21T09:56:01.000Z,1,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.45,,0.0,,,,0.0
214,81112,35422535,Microsoft Start App test,,2022-09-21T09:56:10.000Z,1,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,4.45,,0.0,,,,0.0
215,81113,36704830,Microsoft Start App Test,,2022-12-05T10:10:16.000Z,1,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,,322626.0,5.04378,6.6,6.6,6.6,0.0
216,81234,31926452,Написать номер с карточки,"Нужно написать числовой номер с картинки, если карточка компании PSA",2022-02-22T14:02:54.000Z,1,0,0d0f8804cdf7478881b3d99973a3cae2,0,,4.97,,0.272727,0.01,0.03,,0.0
217,81351,32396022,Пошаговая инструкция классификации переводных запросов,<Описание>,2022-03-16T08:44:39.000Z,1,1,3aa6f200fd2da0b5ebcf9823ed2304cf,1,,4.8,,0.489131,0.1,0.1,,0.0
218,81408,31935813,Crowd Spam Labeling - German,"Möchtest du dazu beitragen, dass das Internet ein besserer Ort wird? Hilf uns, Spam und gefährliche Websites zu finden und zu kennzeichnen, damit wir die Besucher beim Surfen schützen können.
This task uses external web site for labeling.
Regular payment per page is $0.08.
To access paid work, training and qualification test should be passed.
",2022-12-09T17:47:35.000Z,1,1,c7b569b062c3e8365da12b4851780761,0,,,,0.0,0.0,4.16,15.15,0.0
219,81714,33608621,Page relevance (new version),Passing the exam with a good quality opens the main pool with a fee of 0.06 per page!!,2022-05-27T08:40:05.000Z,1,0,0f3f3a1c8053bf6128f7a3b730e9162c,1,,4.51,,0.0,0.01,0.13,0.5,0.0
220,81714,36773972,Page relevance (new version),It is necessary to determine whether the request is the main topic of the web page.,2022-12-09T22:01:48.000Z,1,0,0f3f3a1c8053bf6128f7a3b730e9162c,1,,4.49,,1.00699,0.02,0.1,,0.0
221,81888,32550372,Проверка распознанных пользователями таблиц,Ваша задача - проверить распознанными другими пользователями таблицы,2022-04-14T09:36:28.000Z,1,0,dc8307ff4d95574f42b047d24b3b6624,0,,4.8,,0.0,0.0,0.03,0.04,0.0
222,81980,34336664,Image Query Result Relevance T2 MMIR English,"[NEW HitApp Available on Marketplace: Image Relevance Superfresh with Potentially Higher Compensation!]
Evaluate if given result image is relevant to the provided query.
IMPORTANT NOTE: Please go carefully through the Preview hits - reading the label justifications. They illustrate specific important types of cases and contain guidance on how to label in those situations (which is then tested in Qualification)
This task uses external web site for labeling.
Regular payment per page is $0.115.
Additional bonuses are paid based on work quality.
To access paid work, training and qualification test should be passed.
",2022-12-09T08:08:11.000Z,1,1,c7f5c6173e07509298ee17d46b448cfe,0,,,,0.0,0.0,3.92,20.49,0.0
223,82273,32073731,Make selfie and shoot short video ,It is necessary to take a selfie on the front camera and shoot a video according to the example that you will find in the instructions.,2022-12-05T07:19:51.000Z,1,0,d110f9fcd12deb90ed5f5a0378d72b4b,0,EN,4.35,184083.0,0.0825689,0.0,0.0,,0.0
224,82838,36237739,Weather location accuracy bug bash,"Thank you for participating in this test. In this task, you need to check the detected location in weather page in start app. If you find that the location you see is not same with where you are, please tell us. Thanks.",2022-11-21T02:53:37.000Z,1,1,cac5dc1b192cc52dc166e5a1fecf6161,0,,,265436.0,,0.35,0.38,0.37,0.0
225,83639,32266773,تسليط الضوء على الكلمات في النص,تسليط الضوء على الكلمات في النص,2022-03-10T07:20:05.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,,,0.540773,0.04,0.04,,0.0
226,83739,34554932,Is the ad relevant to the query,"In this project, you will need to understand the user's intent and evaluate how the ad matches it. There are 43 tasks in the training. Please, do not hurry and pay attention to the hints.",2022-12-09T23:17:40.000Z,1,1,56234ae50f38fe52ea19d25085e18895,1,,4.23,398.0,0.11465,0.05,0.92,10.16,0.01
227,84047,32576671,Сравнение двух товаров в ритейле,"Сравниваем товары из разных магазинов.
Экзамен для доступа к основному проекту. Задания в проекте будут не в любой момент, а появляться регулярно.",2022-08-12T09:27:08.000Z,1,0,2993b8b5baf199a32b0de6aa8c6ba3f6,1,,4.96,,0.0,,,,0.0
228,84339,32387125,Is the image a good picture of the zoo animal?,Please judge if the image is showing a correct zoo animal as the animal name indicated with the good image quality,2022-03-15T21:21:42.000Z,1,1,e134d662550bd2d2176b4f3e515f6e23,0,EN,4.56,,0.0,,,,0.0
229,84919,35996618,Проверка сообщений на нарушения,"Оцените, содержит ли сообщение нарушения из списка. Задания с повышенной оплатой будут доступны после успешного прохождения экзамена ",2022-10-22T08:38:15.000Z,1,1,7ac34d663979a582df7edbd3a18e792a,1,,4.88,,0.553846,0.02,0.15,,0.0
230,84962,36672486,Get coupon information from websites (USA)," ** You need VPN of the United States region to do this project ** 
Your task is to go to a specified website, check for coupon availability, and get the details of up to five (5) coupons. You will need to copy/paste both the coupon code and the coupon description and attach a screenshot of the coupon from the website.

All tasks are checked carefully and will be paid only if done correctly.",2022-12-03T02:29:37.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.93,3398.0,1.56522,0.1,0.3,,0.0
231,84962,36720683,Get coupon information from websites (USA)," ** You need VPN of the United States region to do this project ** 
Your task is to go to a specified website, check for coupon availability, and get the details of up to five (5) coupons. You will need to copy/paste both the coupon code and the coupon description and attach a screenshot of the coupon from the website.

All tasks are checked carefully and will be paid only if done correctly.",2022-12-06T11:40:03.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.93,3083.0,1.59292,0.1,0.2,,0.0
232,85377,32474078,Object recognition & detection,Outline a road signs in images,2022-03-20T11:29:40.000Z,1,0,a841946b60a3fc816968533af5f8b371,0,,2.06,,,,,,0.01
233,85705,32537732,На картинке есть instagram или facebook?,"Тренировочный пул проекта ""На картинке есть instagram или facebook?"". После успешного прохождения тренировки и экзамена будут доступны задания: 1 цент за бинарную разметку 35 изображений.",2022-03-29T18:41:13.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,,4.95,,0.0,0.01,0.07,0.2,0.0
234,85886,32575414,Selection of performers for Detect Spam Webpages project,"We invite you to take training for Detect Spam Webpages project. After successfully completing this test, you will have access to the next (paid) stage of selection and production tasks",2022-03-30T11:10:07.000Z,1,1,56234ae50f38fe52ea19d25085e18895,1,,,45731.0,0.293364,0.03,0.07,,0.0
235,86616,36304493,Does coupon screenshot match the provided coupon's information? (USA),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-11-22T17:07:39.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.89,,0.888889,0.02,0.02,,0.0
236,86616,36672709,Does coupon screenshot match the provided coupon's information? (USA),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-12-03T03:31:45.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.79,,1.16129,0.02,0.16,,0.0
